matchId;date;tournamentId;tournamentName;tournamentCategory;surface;tournamentCountry;roundId;roundDesc;draw;result;resultStatusDesc;winnerId;winnerEntry;winnerSeed;winnerName;winnerCountry;loserId;loserEntry;loserSeed;loserName;loserCountry
1100710323;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-4 6-0;;800581434;DA;1;Vanessa Wellauer;SUI;800239587;DA;;Lisa Haegele;GER
1100710324;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;3-6 6-2 6-4;;800219312;DA;13;Ria Doernemann;GER;800255434;DA;;Anne-Valerie Evain;FRA
1100710325;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-2 6-4;;800211393;DA;2;Renata Voracova;CZE;800245317;WC;;Anne Schaefer;GER
1100710326;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-1 6-3;;800231303;DA;;Laura Haberkorn;GER;800227793;DA;11;Sabrina Wist;GER
1100710327;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-2 6-1;;800231012;DA;3;Carmen Klaschka;GER;800221201;DA;;Karolina Nowak;GER
1100710328;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-3 6-3;;800228026;DA;9;Elena Chalova;RUS;800220119;DA;;Klara Jagosova;CZE
1100710329;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;7-5 6-3;;800224331;DA;;Eva Pera;NED;800220398;DA;4;Melanie Hafner;GER
1100710330;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-0 6-1;;800231009;DA;10;Laura Siegemund;GER;800218128;DA;;Eleonora Punzo;ITA
1100710331;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-2 6-2;;800223830;DA;5;Laura-Ramona Husaru;ROU;800261028;WC;;Juliet Bocklet;GER
1100710332;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-1 6-4;;800673961;DA;15;Danielle Harmsen;NED;800220440;DA;;Vivien Weber;GER
1100710333;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-4 6-2;;800226478;DA;6;Sofia Avakova;RUS;800255993;WC;;Lara Conrad;GER
1100710334;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-1 6-4;;800231068;DA;16;Nadine Hassinger;GER;800265561;WC;;Bianca Schlumberger;GER
1100710335;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-4 6-0;;800223395;DA;7;Celine Beermann;GER;800238963;DA;;Anna Korzeniak;POL
1100710336;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-1 6-2;;800232206;DA;14;Shana Claes;BEL;800245132;DA;;Laura Bsoul;GER
1100710337;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-1 6-0;;800230193;DA;8;Korina Perkovic;GER;800256423;WC;;Ellen Linsenbolz;GER
1100710338;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;Q;6-3 6-2;;800231071;DA;12;Zita Horanyi;HUN;800245177;WC;;Saskia Adomat;GER
1100710552;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;7-5 6-1;;800581434;DA;1;Vanessa Wellauer;SUI;800219312;DA;13;Ria Doernemann;GER
1100710553;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;6-2 7-5;;800211393;DA;2;Renata Voracova;CZE;800231303;DA;;Laura Haberkorn;GER
1100710554;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;7-6(3) 5-7 6-3;;800228026;DA;9;Elena Chalova;RUS;800231012;DA;3;Carmen Klaschka;GER
1100710555;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;7-6(2) 6-2;;800224331;DA;;Eva Pera;NED;800231009;DA;10;Laura Siegemund;GER
1100710556;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;4-6 6-4 6-3;;800673961;DA;15;Danielle Harmsen;NED;800223830;DA;5;Laura-Ramona Husaru;ROU
1100710557;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;6-1 6-3;;800231068;DA;16;Nadine Hassinger;GER;800226478;DA;6;Sofia Avakova;RUS
1100710558;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;6-3 6-7(5) 6-1;;800223395;DA;7;Celine Beermann;GER;800232206;DA;14;Shana Claes;BEL
1100710559;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;2;2nd Round;Q;6-3 7-6(3);;800230193;DA;8;Korina Perkovic;GER;800231071;DA;12;Zita Horanyi;HUN
1100711177;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;6-2 6-3;;800203798;DA;1;Mervana Jugic-Salkic;BIH;800224643;DA;;Virginie Ayassamy;FRA
1100711178;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;6-2 6-4;;800235883;WC;;Martina Pavelec;GER;800581434;Q;;Vanessa Wellauer;SUI
1100711179;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;6-3 6-3;;800200949;DA;;Stephanie Rizzi;FRA;800256133;WC;;Maxi Ehmer;GER
1100711180;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;7-5 6-0;;800262475;WC;;Kristina Barrois;GER;800212096;DA;8;Pascale Leroy;FRA
1100711181;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;6-2 6-3;;800215784;DA;4;Darija Jurak;CRO;800239590;WC;;Tanja Ostertag;GER
1100711182;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;6-1 6-4;;800224331;Q;;Eva Pera;NED;800218425;DA;;Eva-Maria Hoch;AUT
1100711183;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;2-6 6-3 6-1;;800230193;Q;;Korina Perkovic;GER;800231068;Q;;Nadine Hassinger;GER
1100711184;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;6-3 6-2;;800212513;DA;7;Sandra Zahlavova;CZE;800221583;DA;;Stephanie Greau;FRA
1100711185;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;6-4 6-2;;800223395;Q;;Celine Beermann;GER;800187181;DA;5;Katalin Marosi;HUN
1100711186;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;0-6 7-6(6) 6-1;;800242913;DA;;Danica Krstajic;SCG;800673961;Q;;Danielle Harmsen;NED
1100711187;2005-01-10T00:00:00;1100011150;$10,000 Stuttgart;W10;Hard;Germany;1;1st Round;M;1-6 6-1 6-4;;800201026;DA;;Elisa Villa;ITA;800212705;DA;;Annette Kolb;GER
