matchId;date;tournamentId;tournamentName;tournamentCategory;surface;tournamentCountry;roundId;roundDesc;draw;result;resultStatusDesc;winnerId;winnerEntry;winnerSeed;winnerName;winnerCountry;loserId;loserEntry;loserSeed;loserName;loserCountry
1100080986;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;3-6 6-2 6-0;;800199082;DA;;Rika Fujiwara;JPN;800210145;WC;;Ilke Gers;NZL
1100080987;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-1 6-2;;800212283;DA;;Lenka Dlhopolcova;SVK;800180937;DA;;Tina Krizan;SLO
1100080988;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;7-5 6-4;;800198272;DA;6;Milagros Sequera;VEN;800210146;WC;;Tracey O'Connor;NZL
1100080990;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-4 6-1;;800195826;DA;;Angelika Bachmann;GER;800182089;DA;;Lucie Ahl;GBR
1100080991;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-1 6-4;;800202111;DA;;Vanessa Paffrath;GER;800180659;DA;;Marion Maruska;AUT
1100080992;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-0 6-2;;800182478;DA;8;Jill Craybas;USA;800192911;WC;;Rachel Dive;NZL
1100080994;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;4-6 6-4 7-5;;800183206;DA;;Liezel Huber;RSA;800203284;DA;;Sarah Taylor;USA
1100080995;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-4 6-1;;800182909;DA;;Selima Sfar;TUN;800180031;DA;;Caroline Schneider;GER
1100080996;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-4 6-1;;800180450;DA;7;Alexandra Fusai;FRA;800217056;DA;;Antonia Matic;GER
1100080997;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-3 6-4;;800181281;DA;4;Yuka Kaneko;JPN;800189468;DA;;Shelley Bryce;NZL
1100080998;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-0 6-0;;800674646;DA;;Stephanie Foretz;FRA;800212441;WC;;Tanja Markovic;NZL
1100080999;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;7-5 6-3;;800188891;DA;;Amanda Augustus;USA;800199361;DA;;Amy Jensen;AUS
1100081000;2000-12-31T00:00:00;1100000918;Auckland;Tier V;Hard;New Zealand;1;1st Round;Q;6-4 6-1;;800208115;DA;5;Allison Bradshaw;USA;800190966;DA;;Kim Grant;RSA
